name;zipCode
STE MERE EGLISE;50480
STE MERE EGLISE;50480
STE MERE EGLISE;50480
STE MERE EGLISE;50480
ST MICHEL DE MONTJOIE;50670
ST NICOLAS DE PIERREPONT;50250
ST NICOLAS DES BOIS;50370
ST OVIN;50300
ST OVIN;50300
ST PAIR SUR MER;50380
ST PATRICE DE CLAIDS;50190
LE PARC;50870
LE PARC;50870
LE PARC;50870
ST PIERRE D ARTHEGLISE;50270
ST PIERRE DE COUTANCES;50200
ST PIERRE DE SEMILLY;50810
ST PIERRE EGLISE;50330
ST PIERRE LANGERS;50530
ST PLANCHERS;50400
ST POIS;50670
ST QUENTIN SUR LE HOMME;50220
BOURGVALLEES;50750
BOURGVALLEES;50750
BOURGVALLEES;50750
BOURGVALLEES;50750
BOURGVALLEES;50750
BOURGVALLEES;50750
ST SAUVEUR DE PIERREPONT;50250
ST SAUVEUR LA POMMERAYE;50510
ST SAUVEUR VILLAGES;50200
ST SAUVEUR VILLAGES;50490
ST SAUVEUR VILLAGES;50490
ST SAUVEUR VILLAGES;50490
ST SAUVEUR VILLAGES;50490
ST SAUVEUR VILLAGES;50490
ST SAUVEUR VILLAGES;50490
ST SAUVEUR LE VICOMTE;50390
ST SEBASTIEN DE RAIDS;50190
ST SENIER DE BEUVRON;50240
ST SENIER SOUS AVRANCHES;50300
STE SUZANNE SUR VIRE;50750
ST VAAST LA HOUGUE;50550
ST VAAST LA HOUGUE;50550
ST VIGOR DES MONTS;50420
TERRE ET MARAIS;50500
TERRE ET MARAIS;50500
SARTILLY BAIE BOCAGE;50530
SARTILLY BAIE BOCAGE;50530
SARTILLY BAIE BOCAGE;50530
SARTILLY BAIE BOCAGE;50530
SARTILLY BAIE BOCAGE;50530
SAUSSEMESNIL;50700
SAUSSEY;50200
SAVIGNY;50210
SAVIGNY LE VIEUX;50640
SEBEVILLE;50480
SENOVILLE;50270
SERVON;50170
SIDEVILLE;50690
SIOUVILLE HAGUE;50340
SORTOSVILLE EN BEAUMONT;50270
SORTOSVILLE;50310
SOTTEVAST;50260
SOTTEVILLE;50340
SOURDEVAL;50150
SOURDEVAL;50150
SUBLIGNY;50870
SURTAINVILLE;50270
TAILLEPIED;50390
TAMERVILLE;50700
TANIS;50170
LE TANU;50320
LE TANU;50320
LE TEILLEUL;50640
LE TEILLEUL;50640
LE TEILLEUL;50640
LE TEILLEUL;50640
LE TEILLEUL;50640
TESSY BOCAGE;50420
TESSY BOCAGE;50420
TESSY BOCAGE;50420
TESSY BOCAGE;50420
TEURTHEVILLE BOCAGE;50630
TEURTHEVILLE HAGUE;50690
THEVILLE;50330
TIREPIED SUR SEE;50300
TIREPIED SUR SEE;50870
TIREPIED SUR SEE;50870
TOCQUEVILLE;50330
TOLLEVAST;50470
TORIGNY LES VILLES;50160
TORIGNY LES VILLES;50160
TORIGNY LES VILLES;50160
TORIGNY LES VILLES;50160
TOURVILLE SUR SIENNE;50200
TREAUVILLE;50340
TRIBEHOU;50620
LA TRINITE;50800
TURQUEVILLE;50480
URVILLE;50700
VAINS;50300
VALCANVILLE;50760
VALOGNES;50700
LE VAL ST PERE;50300
VARENGUEBEC;50250
VAROUVILLE;50330
LE VAST;50630
VAUDREVILLE;50310
LA VENDELEE;50200
VER;50450
VERNIX;50370
VESLY;50430
VESLY;50430
LE VICEL;50760
VIDECOSVILLE;50630
VILLEBAUDON;50410
VILLEDIEU LES POELES ROUFFIGNY;50800
VILLEDIEU LES POELES ROUFFIGNY;50800
VILLIERS FOSSARD;50680
VIRANDEVILLE;50690
YQUELON;50400
YVETOT BOCAGE;50700
ABLANCOURT;51240
ST MARTIN D ABLOIS;51530
AIGNY;51150
ALLEMANCHE LAUNAY ET SOYER;51260
ALLEMANT;51120
ALLIANCELLES;51250
AMBONNAY;51150
AMBRIERES;51290
ANGLURE;51260
ANGLUZELLES ET COURCELLES;51230
ANTHENAY;51700
AOUGNY;51170
ARCIS LE PONSART;51170
ARGERS;51800
ARRIGNY;51290
ARZILLIERES NEUVILLE;51290
ARZILLIERES NEUVILLE;51290
ATHIS;51150
AUBERIVE;51600
AUBILLY;51170
AULNAY L AITRE;51240
AULNAY SUR MARNE;51150
AUMENANCOURT;51110
AUVE;51800
AVENAY VAL D OR;51160
AVIZE;51190
AY CHAMPAGNE;51150
AY CHAMPAGNE;51160
AY CHAMPAGNE;51160
BACONNES;51400
BAGNEUX;51260
LE BAIZIL;51270
BANNAY;51270
BANNES;51230
BARBONNE FAYEL;51120
BASLIEUX LES FISMES;51170
BASLIEUX SOUS CHATILLON;51700
BASSU;51300
BASSUET;51300
BAUDEMENT;51260
BAYE;51270
BAZANCOURT;51110
BEAUMONT SUR VESLE;51360
BEAUNAY;51270
BEINE NAUROY;51490
BELVAL EN ARGONNE;51330
BELVAL SOUS CHATILLON;51480
BERGERES LES VERTUS;51130
BERGERES SOUS MONTMIRAIL;51210
BERMERICOURT;51220
BERRU;51420
BERZIEUX;51800
BETHENIVILLE;51490
BETHENY;51450
BETHON;51260
BETTANCOURT LA LONGUE;51330
BEZANNES;51430
BIGNICOURT SUR MARNE;51300
BIGNICOURT SUR SAULX;51340
BILLY LE GRAND;51400
BINARVILLE;51800
BLACY;51300
BLAISE SOUS ARZILLIERES;51300
BLESME;51340
BLIGNY;51170
BOISSY LE REPOS;51210
BOUCHY ST GENEST;51310
BOUILLY;51390
BOULEUSE;51170
BOULT SUR SUIPPE;51110
BOURGOGNE FRESNE;51110
BOURGOGNE FRESNE;51110
BOURSAULT;51480
BOUVANCOURT;51140
BOUY;51400
BOUZY;51150
BRANDONVILLERS;51290
BRANSCOURT;51140
BRAUX STE COHIERE;51800
BRAUX ST REMY;51800
BREBAN;51320
LE BREUIL;51210
BREUIL SUR VESLE;51140
BREUVERY SUR COOLE;51240
BRIMONT;51220
BROUILLET;51170
BROUSSY LE GRAND;51230
BROUSSY LE PETIT;51230
BROYES;51120
BRUGNY VAUDANCOURT;51530
BRUSSON;51300
LE BUISSON;51300
BUSSY LE CHATEAU;51600
BUSSY LE REPOS;51330
BUSSY LETTREE;51320
LA CAURE;51270
CAUREL;51110
CAUROY LES HERMONVILLE;51220
LA CELLE SOUS CHANTEMERLE;51260
CERNAY EN DORMOIS;51800
CERNAY LES REIMS;51420
CERNON;51240
CHAINTRIX BIERGES;51130
CHALONS EN CHAMPAGNE;51000
CHALONS SUR VESLE;51140
CHALTRAIT;51130
CHAMBRECY;51170
CHAMERY;51500
CHAMPAUBERT;51270
CHAMPFLEURY;51500
CHAMPGUYON;51310
CHAMPIGNEUL CHAMPAGNE;51150
CHAMPIGNY;51370
CHAMPILLON;51160
CHAMPLAT ET BOUJACOURT;51480
CHAMPVOISY;51700
CHANGY;51300
CHANTEMERLE;51260
CHAPELAINE;51290
LA CHAPELLE FELCOURT;51800
LA CHAPELLE LASSON;51260
LA CHAPELLE SOUS ORBAIS;51270
CHARLEVILLE;51120
CHARMONT;51330
LES CHARMONTOIS;51330
LE CHATELIER;51330
CHATELRAOULD ST LOUVENT;51300
CHATILLON SUR BROUE;51290
CHATILLON SUR MARNE;51700
CHATILLON SUR MORIN;51310
CHATRICES;51800
CHAUDEFONTAINE;51800
CHAUMUZY;51170
LA CHAUSSEE SUR MARNE;51240
CHAVOT COURCOURT;51530
LE CHEMIN;51800
CHEMINON;51250
CHENAY;51140
CHENIERS;51510
LA CHEPPE;51600
CHEPPES LA PRAIRIE;51240
CHEPY;51240
CHERVILLE;51150
CHICHEY;51120
CHIGNY LES ROSES;51500
CHOUILLY;51530
CLAMANGES;51130
CLESLES;51260
CLOYES SUR MARNE;51300
COIZARD JOCHES;51270
VAL DES MARAIS;51130
VAL DES MARAIS;51130
VAL DES MARAIS;51130
VAL DES MARAIS;51130
COMPERTRIX;51510
CONDE SUR MARNE;51150
CONFLANS SUR SEINE;51260
CONGY;51270
CONNANTRAY VAUREFROY;51230
CONNANTRE;51230
CONTAULT;51330
COOLE;51320
COOLUS;51510
CORBEIL;51320
CORFELIX;51210
CORMICY;51220
CORMICY;51220
CORMONTREUIL;51350
CORMOYEUX;51480
CORRIBERT;51270
CORROBERT;51210
CORROY;51230
COULOMMES LA MONTAGNE;51390
COUPETZ;51240
COUPEVILLE;51240
COURCELLES SAPICOURT;51140
COURCEMAIN;51260
COURCY;51220
COURDEMANGES;51300
COURGIVAUX;51310
COURJEONNET;51270
COURLANDON;51170
COURMAS;51390
COURTAGNON;51480
COURTEMONT;51800
COURTHIEZY;51700
COURTISOLS;51460
COURVILLE;51170
COUVROT;51300
CRAMANT;51530
LA CROIX EN CHAMPAGNE;51600
CRUGNY;51170
CUCHERY;51480
CUIS;51530
CUISLES;51700
CUMIERES;51480
CUPERLY;51400
DAMERY;51480
DAMPIERRE LE CHATEAU;51330
DAMPIERRE SUR MOIVRE;51240
DIZY;51530
DOMMARTIN DAMPIERRE;51800
DOMMARTIN LETTREE;51320
DOMMARTIN SOUS HANS;51800
DOMMARTIN VARIMONT;51330
DOMPREMY;51300
DONTRIEN;51490
DORMANS;51700
DORMANS;51700
VAL DE VIERE;51340
DROSNAY;51290
DROUILLY;51300
ECLAIRES;51800
ECOLLEMONT;51290
ECRIENNES;51300
ECUEIL;51500
ECURY LE REPOS;51230
ECURY SUR COOLE;51240
ELISE DAUCOURT;51800
EPENSE;51330
EPERNAY;51200
L EPINE;51460
EPOYE;51490
ESCARDES;51310
ESCLAVOLLES LUREY;51260
LES ESSARTS LES SEZANNE;51120
LES ESSARTS LE VICOMTE;51310
ESTERNAY;51310
ETOGES;51270
ETRECHY;51130
ETREPY;51340
EUVY;51230
FAGNIERES;51510
FAUX FRESNAY;51230
FAUX VESIGNEUL;51320
FAUX VESIGNEUL;51320
FAVEROLLES ET COEMY;51170
FAVRESSE;51300
FEREBRIANGES;51270
FERE CHAMPENOISE;51230
FERE CHAMPENOISE;51230
FESTIGNY;51700
FISMES;51170
FLAVIGNY;51190
FLEURY LA RIVIERE;51480
FLORENT EN ARGONNE;51800
FONTAINE DENIS NUISY;51120
FONTAINE EN DORMOIS;51800
FONTAINE SUR AY;51160
LA FORESTIERE;51120
FRANCHEVILLE;51240
LE FRESNE;51240
FRIGNICOURT;51300
FROMENTIERES;51210
LE GAULT SOIGNY;51210
GAYE;51120
GERMAINE;51160
GERMIGNY;51390
GERMINON;51130
GIFFAUMONT CHAMPAUBERT;51290
GIGNY BUSSY;51290
GIVRY EN ARGONNE;51330
GIVRY LES LOISY;51130
GIZAUCOURT;51800
GLANNES;51300
GOURGANCON;51230
STE MARIE DU LAC NUISEMENT;51290
LES GRANDES LOGES;51400
GRANGES SUR AUBE;51260
GRATREUIL;51800
GRAUVES;51190
GUEUX;51390
HANS;51800
HAUSSIGNEMONT;51300
HAUSSIMONT;51320
HAUTEVILLE;51290
HAUTVILLERS;51160
HEILTZ LE HUTIER;51300
HEILTZ LE MAURUPT;51340
HEILTZ L EVEQUE;51340
HERMONVILLE;51220
HERPONT;51460
HEUTREGIVILLE;51110
HOURGES;51140
HUIRON;51300
HUMBAUVILLE;51320
IGNY COMBLIZY;51700
ISLES SUR SUIPPE;51110
ISLE SUR MARNE;51290
ISSE;51150
LES ISTRES ET BURY;51190
JALONS;51150
JANVILLIERS;51210
JANVRY;51390
JOISELLE;51310
JONCHERY SUR SUIPPE;51600
JONCHERY SUR VESLE;51140
JONQUERY;51700
JOUY LES REIMS;51390
JUSSECOURT MINECOURT;51340
JUVIGNY;51150
LACHY;51120
LAGERY;51170
LANDRICOURT;51290
LARZICOURT;51290
LAVAL SUR TOURBE;51600
LAVANNES;51110
LENHARREE;51230
LEUVRIGNY;51700
LHERY;51170
LIGNON;51290
LINTHELLES;51230
LINTHES;51230
LISSE EN CHAMPAGNE;51300
LIVRY LOUVERCY;51400
LOISY EN BRIE;51130
LOISY SUR MARNE;51300
LOIVRE;51220
LUDES;51500
LUXEMONT ET VILLOTTE;51300
MAFFRECOURT;51800
MAGNEUX;51170
MAILLY CHAMPAGNE;51500
MAIRY SUR MARNE;51240
MAISONS EN CHAMPAGNE;51300
MALMY;51800
MANCY;51530
MARCILLY SUR SEINE;51260
MARDEUIL;51530
MAREUIL EN BRIE;51270
MAREUIL LE PORT;51700
MAREUIL LE PORT;51700
MARFAUX;51170
MARGERIE HANCOURT;51290
MARGNY;51210
MARIGNY;51230
MAROLLES;51300
MARSANGIS;51260
MARSON;51240
MASSIGES;51800
MATIGNICOURT GONCOURT;51300
MATOUGUES;51510
MAURUPT LE MONTOIS;51340
MECRINGES;51210
LE MEIX ST EPOING;51120
LE MEIX TIERCELIN;51320
MERFY;51220
MERLAUT;51300
MERY PREMECY;51390
LES MESNEUX;51370
LE MESNIL SUR OGER;51190
MINAUCOURT LE MESNIL LES HURLUS;51800
MOEURS VERDEY;51120
MOIREMONT;51800
MOIVRE;51240
MONCETZ LONGEVAS;51470
MONCETZ L ABBAYE;51290
MONDEMENT MONTGIVROUX;51120
MONTBRE;51500
MONTGENOST;51260
MONTEPREUX;51320
MONTHELON;51530
MONTIGNY SUR VESLE;51140
MONTMIRAIL;51210
MONTMIRAIL;51210
MONTMORT LUCY;51270
MONTMORT LUCY;51270
MONT SUR COURVILLE;51170
MORANGIS;51530
MORSAINS;51210
MOSLINS;51530
MOURMELON LE GRAND;51400
MOURMELON LE PETIT;51400
MOUSSY;51530
MUIZON;51140
MUTIGNY;51160
NANTEUIL LA FORET;51480
NESLE LA REPOSTE;51120
NESLE LE REPONS;51700
LA NEUVILLE AUX BOIS;51330
LA NEUVILLE AUX LARRIS;51480
LA NEUVILLE AU PONT;51800
NEUVY;51310
NOGENT L ABBESSE;51420
NOIRLIEU;51330
NORROIS;51300
LA NOUE;51310
NUISEMENT SUR COOLE;51240
OEUILLY;51480
OGNES;51230
OIRY;51530
OLIZY;51700
OMEY;51240
ORBAIS L ABBAYE;51270
ORCONTE;51300
ORMES;51370
OUTINES;51290
OUTREPONT;51300
OYES;51120
PARGNY LES REIMS;51390
PARGNY SUR SAULX;51340
PASSAVANT EN ARGONNE;51800
PASSY GRIGNY;51700
PEAS;51120
LES PETITES LOGES;51400
PEVY;51140
PIERRE MORAINS;51130
PIERRY;51530
PLEURS;51230
PLICHANCOURT;51300
PLIVOT;51150
POCANCY;51130
POGNY;51240
POILLY;51170
POIX;51460
POMACLE;51110
PONTFAVERGER MORONVILLIERS;51490
PONTHION;51300
POSSESSE;51330
POTANGIS;51260
POUILLON;51220
POURCY;51480
PRINGY;51300
PROSNES;51400
PROUILLY;51140
PRUNAY;51360
PUISIEULX;51500
QUEUDES;51120
RAPSECOURT;51330
RECY;51520
REIMS;51100
REIMS;51100
REIMS LA BRULEE;51300
REMICOURT;51330
COEUR DE LA VALLEE;51480
COEUR DE LA VALLEE;51700
COEUR DE LA VALLEE;51700
REUVES;51120
REVEILLON;51310
RIEUX;51210
RILLY LA MONTAGNE;51500
LES RIVIERES HENRUEL;51300
ROMAIN;51140
ROMERY;51480
ROMIGNY;51170
ROSNAY;51390
ROUFFY;51130
ROUVROY RIPONT;51800
SACY;51500
ST AMAND SUR FION;51300
ST BON;51310
ST BRICE COURCELLES;51370
ST CHERON;51290
ST ETIENNE AU TEMPLE;51460
ST ETIENNE SUR SUIPPE;51110
ST EULIEN;52100
ST EUPHRAISE ET CLAIRIZET;51390
STE GEMME;51700
ST GERMAIN LA VILLE;51240
ST GIBRIEN;51510
ST GILLES;51170
LA NEUVILLE AU TEMPLE;51400
LA NEUVILLE AU TEMPLE;51400
ST HILAIRE LE GRAND;51600
ST HILAIRE LE PETIT;51490
ST IMOGES;51160
ST JEAN DEVANT POSSESSE;51330
ST JEAN SUR MOIVRE;51240
ST JEAN SUR TOURBE;51600
ST JUST SAUVAGE;51260
ST LEONARD;51500
ST LOUP;51120
ST LUMIER EN CHAMPAGNE;51300
ST LUMIER LA POPULEUSE;51340
ST MARD SUR AUVE;51800
ST MARD LES ROUFFY;51130
ST MARD SUR LE MONT;51330
STE MARIE A PY;51600
ST MARTIN AUX CHAMPS;51240
ST MARTIN L HEUREUX;51490
ST MARTIN SUR LE PRE;51520
ST MASMES;51490
ST MEMMIE;51470
STE MENEHOULD;51800
ST OUEN DOMPROT;51320
ST PIERRE;51510
ST QUENTIN LES MARAIS;51300
ST QUENTIN LE VERGER;51120
ST QUENTIN SUR COOLE;51240
ST REMY EN BOUZEMONT ST GENEST ISSON;51290
ST REMY SOUS BROYES;51120
ST REMY SUR BUSSY;51600
ST SATURNIN;51260
ST SOUPLET SUR PY;51600
ST THIERRY;51220
ST THOMAS EN ARGONNE;51800
ST UTIN;51290
ST VRAIN;51340
SAPIGNICOURT;52100
SARCY;51170
SARON SUR AUBE;51260
SARRY;51520
SAUDOY;51120
SAVIGNY SUR ARDRES;51170
SCRUPT;51340
SELLES;51490
SEPT SAULX;51400
SERMAIZE LES BAINS;51250
SERMIERS;51500
SERVON MELZICOURT;51800
SERZY ET PRIN;51170
SEZANNE;51120
SILLERY;51500
SIVRY ANTE;51800
SOGNY AUX MOULINS;51520
SOGNY EN L ANGLE;51340
SOIZY AUX BOIS;51120
SOMME BIONNE;51800
SOMMEPY TAHURE;51600
SOMMESOUS;51320
SOMME SUIPPE;51600
SOMME TOURBE;51600
SOMME VESLE;51460
SOMME YEVRE;51330
SOMPUIS;51320
SOMSOIS;51290
SONGY;51240
SOUAIN PERTHES LES HURLUS;51600
SOUDE;51320
SOUDRON;51320
SOULANGES;51300
SOULIERES;51130
SUIPPES;51600
SUIZY LE FRANC;51270
TAISSY;51500
TALUS ST PRIX;51270
VAL DE LIVRE;51150
VAL DE LIVRE;51150
THAAS;51230
THIBIE;51510
THIEBLEMONT FAREMONT;51300
THIL;51220
THILLOIS;51370
LE THOULT TROSNAY;51210
VAL DE VESLE;51360
TILLOY ET BELLAY;51460
TINQUEUX;51430
TOGNY AUX BOEUFS;51240
TOURS SUR MARNE;51150
TRAMERY;51170
TRECON;51130
TREFOLS;51210
TREPAIL;51380
TRESLON;51140
TRIGNY;51140
TROIS FONTAINES L ABBAYE;51340
TROIS PUITS;51500
TROISSY;51700
UNCHAIR;51170
VADENAY;51400
VALMY;51800
VANAULT LE CHATEL;51330
VANAULT LES DAMES;51340
VANDEUIL;51140
VANDIERES;51700
VASSIMONT ET CHAPELAINE;51320
VATRY;51320
VAUCHAMPS;51210
VAUCIENNES;51480
VAUCLERC;51300
VAUDEMANGE;51380
VAUDESINCOURT;51600
VAVRAY LE GRAND;51300
VAVRAY LE PETIT;51300
VELYE;51130
VENTELAY;51140
VENTEUIL;51480
VERDON;51210
VERNANCOURT;51330
VERNEUIL;51700
VERRIERES;51800
VERT TOULON;51130
VERT TOULON;51130
BLANCS COTEAUX;51130
BLANCS COTEAUX;51130
BLANCS COTEAUX;51130
BLANCS COTEAUX;51190
VERZENAY;51360
VERZY;51380
VESIGNEUL SUR MARNE;51240
LA VEUVE;51520
LE VEZIER;51210
LE VIEIL DAMPIERRE;51330
VIENNE LA VILLE;51800
VIENNE LE CHATEAU;51800
VILLE DOMMANGE;51390
VILLE EN SELVE;51500
VILLE EN TARDENOIS;51170
VILLENEUVE LA LIONNE;51310
LA VILLENEUVE LES CHARLEVILLE;51120
VILLENEUVE RENNEVILLE CHEVIGNY;51130
VILLENEUVE ST VISTRE ET VILLEVOTTE;51120
VILLERS ALLERAND;51500
VILLERS AUX BOIS;51130
VILLERS AUX NOEUDS;51500
VILLERS EN ARGONNE;51800
VILLERS FRANQUEUX;51220
VILLERS LE CHATEAU;51510
VILLERS LE SEC;51250
VILLERS MARMERY;51380
VILLESENEUX;51130
LA VILLE SOUS ORBAIS;51270
VILLE SUR TOURBE;51800
VILLEVENARD;51270
VILLIERS AUX CORNEILLES;51260
VINAY;51530
VINCELLES;51700
VINDEY;51120
VIRGINY;51800
VITRY EN PERTHOIS;51300
VITRY LA VILLE;51240
VITRY LA VILLE;51240
VITRY LE FRANCOIS;51300
VOILEMONT;51800
VOUARCES;51260
VOUILLERS;51340
VOUZY;51130
VRAUX;51150
VRIGNY;51390
VROIL;51330
WARGEMOULIN HURLUS;51800
WARMERIVILLE;51110
WITRY LES REIMS;51420
MAGENTA;51530
AGEVILLE;52340
AIGREMONT;52400
AILLIANVILLE;52700
AINGOULAINCOURT;52230
AIZANVILLE;52120
ALLICHAMPS;52130
AMBONVILLE;52110
ANDELOT BLANCHEVILLE;52700
ANDELOT BLANCHEVILLE;52700
ANDILLY EN BASSIGNY;52360
ANNEVILLE LA PRAIRIE;52310
ANNONVILLE;52230
ANROSEY;52500
APREY;52250
ARBIGNY SOUS VARENNES;52500
ARBOT;52160
ARC EN BARROIS;52210
ARNANCOURT;52110
ATTANCOURT;52130
AUBEPIERRE SUR AUBE;52210
AUBERIVE;52160
AUDELONCOURT;52240
AUJEURRES;52190
AULNOY SUR AUBE;52160
AUTIGNY LE GRAND;52300
AUTIGNY LE PETIT;52300
AUTREVILLE SUR LA RENNE;52120
AUTREVILLE SUR LA RENNE;52120
AUTREVILLE SUR LA RENNE;52330
AUTREVILLE SUR LA RENNE;52330
AVRECOURT;52140
BAILLY AUX FORGES;52130
BAISSEY;52250
BANNES;52360
BASSONCOURT;52240
BAUDRECOURT;52110
BAY SUR AUBE;52160
BEAUCHEMIN;52260
BELMONT;52500
ROCHES BETTAINCOURT;52270
ROCHES BETTAINCOURT;52270
ROCHES BETTAINCOURT;52270
BETTANCOURT LA FERREE;52100
BEURVILLE;52110
BIESLES;52340
BIESLES;52340
BIZE;52500
BLAISY;52330
BLECOURT;52300
BLESSONVILLE;52120
BLUMERAY;52110
BOLOGNE;52310
BOLOGNE;52310
BOLOGNE;52310
BONNECOURT;52360
BOURBONNE LES BAINS;52400
BOURBONNE LES BAINS;52400
BOURBONNE LES BAINS;52400
BOURDONS SUR ROGNON;52700
BOURG;52200
BOURG STE MARIE;52150
BOURMONT ENTRE MEUSE ET MOUZON;52150
BOURMONT ENTRE MEUSE ET MOUZON;52150
BOURMONT ENTRE MEUSE ET MOUZON;52150
BOURMONT ENTRE MEUSE ET MOUZON;52150
BOUZANCOURT;52110
BRACHAY;52110
BRAINVILLE SUR MEUSE;52150
BRAUX LE CHATEL;52120
BRENNES;52200
BRETHENAY;52000
BREUVANNES EN BASSIGNY;52240
BREUVANNES EN BASSIGNY;52240
BREUVANNES EN BASSIGNY;52240
BRIAUCOURT;52700
BRICON;52120
BROUSSEVAL;52130
BUGNIERES;52210
CHAMPSEVRAINE;52500
CHAMPSEVRAINE;52500
CHAMPSEVRAINE;52500
BUSSON;52700
BUXIERES LES CLEFMONT;52240
BUXIERES LES VILLIERS;52000
CEFFONDS;52220
CEFFONDS;52220
CEFFONDS;52220
CELLES EN BASSIGNY;52360
CELSOY;52600
CERISIERES;52320
CHALANCEY;52160
CHALINDREY;52600
VALS DES TILLES;52160
VALS DES TILLES;52160
VALS DES TILLES;52160
VALS DES TILLES;52160
VALS DES TILLES;52160
VALS DES TILLES;52160
CHALVRAINES;52700
CHAMBRONCOURT;52700
CHAMOUILLEY;52410
CHAMPIGNEULLES EN BASSIGNY;52150
CHAMPIGNY LES LANGRES;52200
CHAMPIGNY SOUS VARENNES;52400
CHANCENAY;52100
CHANGEY;52360
CHANOY;52260
CHANTRAINES;52700
CHARMES;52360
CHARMES EN L ANGLE;52110
CHARMES LA GRANDE;52110
CHASSIGNY;52190
CHATEAUVILLAIN;52120
CHATEAUVILLAIN;52120
CHATEAUVILLAIN;52120
CHATEAUVILLAIN;52120
CHATENAY MACHERON;52200
CHATENAY VAUDIN;52360
CHATONRUPT SOMMERMONT;52300
CHATONRUPT SOMMERMONT;52300
CHAUDENAY;52600
CHAUFFOURT;52140
CHAUMONT;52000
CHAUMONT;52000
CHAUMONT LA VILLE;52150
CHEVILLON;52170
CHEVILLON;52170
CHEVILLON;52170
CHEZEAUX;52400
CHAMARANDES CHOIGNES;52000
CHAMARANDES CHOIGNES;52000
CHAMARANDES CHOIGNES;52000
CHOILLEY DARDENAY;52190
CHOILLEY DARDENAY;52190
CHOISEUL;52240
CIREY LES MAREILLES;52700
CIREY SUR BLAISE;52110
CIRFONTAINES EN AZOIS;52370
CIRFONTAINES EN ORNOIS;52230
CLEFMONT;52240
CLINCHAMP;52700
COHONS;52600
COIFFY LE BAS;52400
COIFFY LE HAUT;52400
COLMIER LE BAS;52160
COLMIER LE HAUT;52160
COLOMBEY LES DEUX EGLISES;52330
COLOMBEY LES DEUX EGLISES;52330
COLOMBEY LES DEUX EGLISES;52330
COLOMBEY LES DEUX EGLISES;52330
COLOMBEY LES DEUX EGLISES;52330
COLOMBEY LES DEUX EGLISES;52330
COLOMBEY LES DEUX EGLISES;52330
COLOMBEY LES DEUX EGLISES;52330
COLOMBEY LES DEUX EGLISES;52330
CONDES;52000
CONSIGNY;52700
COUBLANC;52500
COUPRAY;52210
COURCELLES EN MONTAGNE;52200
COURCELLES SUR BLAISE;52110
COUR L EVEQUE;52210
CULMONT;52600
CUREL;52300
CURMONT;52330
CUSEY;52190
CUSEY;52190
CUVES;52240
DAILLANCOURT;52110
DAILLECOURT;52240
DAMMARTIN SUR MEUSE;52140
DAMPIERRE;52360
DAMREMONT;52400
DANCEVOIR;52210
DARMANNES;52700
DINTEVILLE;52120
DOMBLAIN;52130
DOMMARIEN;52190
DOMMARTIN LE FRANC;52110
DOMMARTIN LE ST PERE;52110
DOMREMY LANDEVILLE;52270
DOMREMY LANDEVILLE;52270
DONCOURT SUR MEUSE;52150
DONJEUX;52300
DOULAINCOURT SAUCOURT;52270
DOULAINCOURT SAUCOURT;52270
DOULEVANT LE CHATEAU;52110
DOULEVANT LE CHATEAU;52110
DOULEVANT LE PETIT;52130
ECHENAY;52230
ECLARON BRAUCOURT STE LIVIERE;52290
ECLARON BRAUCOURT STE LIVIERE;52290
ECLARON BRAUCOURT STE LIVIERE;52290
ECOT LA COMBE;52700
EFFINCOURT;52300
ENFONVELLE;52400
EPIZON;52230
EPIZON;52230
EPIZON;52270
EPIZON;52270
LE VAL D ESNOMS;52190
LE VAL D ESNOMS;52190
LE VAL D ESNOMS;52190
LE VAL D ESNOMS;52190
ESNOUVEAUX;52340
EUFFIGNEIX;52000
EURVILLE BIENVILLE;52410
EURVILLE BIENVILLE;52410
FARINCOURT;52500
FAVEROLLES;52260
FAYL BILLOT;52500
FAYL BILLOT;52500
FAYL BILLOT;52500
FAYS;52130
FERRIERE ET LAFOLIE;52300
FLAGEY;52250
FLAMMERECOURT;52110
FONTAINES SUR MARNE;52170
FORCEY;52700
FOULAIN;52000
FOULAIN;52800
FRAMPAS;52220
FRECOURT;52360
FRESNES SUR APANCE;52400
FRONCLES;52320
FRONCLES;52320
FRONCLES;52320
FRONVILLE;52300
GENEVRIERES;52500
LA GENEVROYE;52320
GERMAINES;52160
GERMAINVILLIERS;52150
GERMAY;52230
GERMISAY;52230
GIEY SUR AUJON;52210
GILLANCOURT;52330
GILLAUME;52230
GILLEY;52500
GRAFFIGNY CHEMIN;52150
GRANDCHAMP;52600
GRENANT;52500
GUDMONT VILLIERS;52320
GUDMONT VILLIERS;52320
GUINDRECOURT AUX ORMES;52300
GUINDRECOURT SUR BLAISE;52330
GUYONVELLE;52400
HACOURT;52150
HALLIGNICOURT;52100
HARREVILLE LES CHANTEURS;52150
HEUILLEY LE GRAND;52600
HAUTE AMANCE;52600
HAUTE AMANCE;52600
HAUTE AMANCE;52600
HAUTE AMANCE;52600
HAUTE AMANCE;52600
HUILLIECOURT;52150
HUMBECOURT;52290
HUMBERVILLE;52700
HUMES JORQUENAY;52200
HUMES JORQUENAY;52200
ILLOUD;52150
IS EN BASSIGNY;52140
ISOMES;52190
JOINVILLE;52300
JONCHERY;52000
JONCHERY;52000
JONCHERY;52000
JUZENNECOURT;52330
LACHAPELLE EN BLAISY;52330
LAFAUCHE;52700
